ano,periodo,mes,ITAEE,CPTPC,CPTPU,CPTEC,CPTEU,INPC,INPC2,PATRON
2004,,enero,,-0.126397377,-0.037224475,-0.190631365,0.020769736,0.03571048,,0.015842252
2004,,febrero,,-0.124738259,-0.036834467,-0.17634331,0.028456189,0.044269089,,0.011218487
2004,2004T1,marzo,0.034501369,-0.124287856,-0.028535795,-0.15166039,0.1020912,0.040663188,,0.017660878
2004,,abril,,-0.122322775,-0.02868143,-0.118421053,0.154702827,0.041470475,,0.016129032
2004,,mayo,,-0.122730024,-0.024554759,-0.392496392,0.142992642,0.042811422,,0.020700903
2004,2004T2,junio,0.024101818,-0.120994812,-0.023977624,-0.283464567,0.13350112,0.041333833,,0.020164146
2004,,julio,,-0.009247028,-0.018386974,0.149590164,0.168379929,0.045146597,,0.018150102
2004,,agosto,,-0.009093915,0.001662661,0.201372998,0.173695676,0.04683327,,0.021013289
2004,2004T3,septiembre,0.034984998,-0.017103952,0.005853714,-0.012578616,0.114704121,0.053489914,,0.021105777
2004,,octubre,,-0.015410385,0.004893325,-0.048262548,0.096051653,0.060079702,,0.014985591
2004,,noviembre,,-0.013645553,0.008699672,-0.086315789,0.128635225,0.060681418,,0.011847951
2004,2004T4,diciembre,-0.022658281,-0.011169403,0.010651049,0.409416581,0.079871295,0.058170732,,0.010451522
2005,,enero,,-0.006824774,0.021043507,0.073477604,0.105257274,0.05115757,,0.008793032
2005,,febrero,,-0.005980861,0.021837722,0.012697023,0.124631488,0.056427177,,0.011634188
2005,2005T1,marzo,0.040433957,-0.007019346,0.017477765,-0.011702986,0.053340361,0.061197253,,0.005523723
2005,,abril,,-0.00618663,0.019974887,-0.106441477,0.027534856,0.06725157,,0.004317789
2005,,mayo,,-0.007762636,0.024616104,4.458432304,0.043277089,0.068426161,,0.006268693
2005,2005T2,junio,0.030074687,-0.006943239,0.026314421,-0.07032967,0.026693344,0.064949091,,0.004573856
2005,,julio,,-0.017666667,0.018081112,-0.197860963,0.022054639,0.065714102,,0.002121237
2005,,agosto,,-0.019189054,0.008153296,-0.078095238,0.071698832,0.055790433,,0.003823314
2005,2005T3,septiembre,0.043328337,-0.01064369,0.002044279,0.292993631,0.043172495,0.047330948,,0.000243171
2005,,octubre,,-0.001020755,0.001064402,0.099391481,0.058713728,0.040575051,,0.005881399
2005,,noviembre,,-0.004782237,0.002576926,0.117511521,0.063091102,0.036988357,,0.013294845
2005,2005T4,diciembre,0.12168258,-0.007872668,-0.004193749,-0.620188816,0.05708786,0.046355972,,0.014431725
2006,,enero,,-0.004466586,-0.003427319,-0.091420534,0.039069415,0.056988271,,0.016651591
2006,,febrero,,-0.007564036,0.001072998,-0.067012538,0.045645848,0.04806398,,0.015771964
2006,2006T1,marzo,0.041861011,-0.00637931,-0.00109656,-0.129440588,0.113137682,0.040104803,,0.017669003
2006,,abril,,-0.007089746,-0.006319886,0.012747253,0.092063029,0.033160586,,0.01879376
2006,,mayo,,-0.002086231,-0.008221276,-0.389033943,0.086940802,0.032298814,,0.016530945
2006,2006T2,junio,0.055628469,-0.00227233,-0.006420487,0.340425532,0.084248301,0.036769613,,0.023944063
2006,,julio,,-0.045978962,-0.000893087,0.333333333,0.068564667,0.032233016,,0.021778067
2006,,agosto,,-0.044232732,0.005010522,0.309917355,0.014099831,0.040026581,,0.023662885
2006,2006T3,septiembre,0.041436676,-0.041154372,0.008083718,0.027914614,0.030828652,0.050350635,,0.025
2006,,octubre,,-0.027247956,0.014888627,0.354243542,0.060998786,0.054773714,,0.027984999
2006,,noviembre,,-0.017676334,0.011525451,0.597938144,0.050609355,0.05346499,,0.02218834
2006,2006T4,diciembre,0.030703382,-0.013282732,0.015108148,2.116634799,0.042405647,0.04956367,,0.021561278
2007,,enero,,-0.005694564,0.019299286,0.093911249,0.081284984,0.046431157,,0.025720872
2007,,febrero,,-0.01108609,0.011758805,0.064411492,0.056832034,0.043198684,,0.031135013
2007,2007T1,marzo,0.041283507,-0.017872636,0.012699843,0.026266417,-0.003191657,0.047265979,,0.029487593
2007,,abril,,-0.016022292,0.018520739,-0.002170139,0.026319305,0.049976054,,0.030423599
2007,,mayo,,-0.017595819,0.015667583,-0.570512821,0.025435192,0.045603889,,0.03240407
2007,2007T2,junio,0.041944312,-0.007007708,0.015762575,-0.010582011,0.024702453,0.045071859,,0.031562649
2007,,julio,,0.070780722,0.017368527,-0.016666667,0.034568866,0.049330503,,0.039998406
2007,,agosto,,0.068529726,0.019432859,0.116719243,0.069978761,0.05031076,,0.036692527
2007,2007T3,septiembre,0.042336899,0.073909172,0.023585983,0.062300319,0.048867997,0.047029885,,0.03340317
2007,,octubre,,0.071603641,0.026718434,-0.085831063,0.038219997,0.038806674,,0.029262935
2007,,noviembre,,0.064640112,0.027426796,-0.139354839,0.060613916,0.042784792,,0.030774062
2007,2007T4,diciembre,0.048518494,0.077272727,0.026759881,-0.236809816,0.067170787,0.038529222,,0.026589869
2008,,enero,,0.069073238,0.021161556,-0.06745283,0.037857304,0.036196729,,0.021842842
2008,,febrero,,0.070415134,0.026065552,-0.119721376,0.041675734,0.041345457,,0.018077722
2008,2008T1,marzo,0.02151292,0.072614841,0.024123863,-0.049817185,0.069584433,0.054882498,,0.011895445
2008,,abril,,0.082123894,0.031135264,-0.10830796,0.024364315,0.060208858,,0.010179804
2008,,mayo,,0.088668204,0.029988121,-0.313432836,-0.004433199,0.066043559,,0.010048497
2008,2008T2,junio,-0.000126868,0.071983063,0.028227426,-0.019607843,0.003486631,0.067184,,0.004887811
2008,,julio,,-0.881581133,0.026130743,-0.069491525,0.009130024,0.068406296,,0.005899253
2008,,agosto,,-0.107279693,0.022812179,-0.300847458,0.004808971,0.064713132,,0.002939941
2008,2008T3,septiembre,0.013705034,-0.098839138,0.019760158,-0.066165414,0.054255342,0.059325341,,0.004858083
2008,,octubre,,-0.031530796,0.014692241,-0.064083458,0.014903966,0.067626305,,0.000381112
2008,,noviembre,,-0.033639646,0.005562629,-0.073463268,-0.007006253,0.071503188,,-0.001751714
2008,2008T4,diciembre,-0.003628329,-0.052418046,0.006411424,0.372186495,-0.044600413,0.083324913,,0.00707094
2009,,enero,,-0.050649351,-0.009696551,0.054122408,-0.010235947,0.081107522,,0.001697727
2009,,febrero,,-0.042218949,-0.016113849,0.09297725,-0.058372506,0.075474468,,0.001733303
2009,2009T1,marzo,-0.097800313,-0.040849942,-0.01651477,0.075036075,-0.029514072,0.065229619,,0.006032483
2009,,abril,,-0.020117763,-0.029317192,0.109268293,-0.00368527,0.065401656,,0.008069498
2009,,mayo,,-0.021827659,-0.029774439,-0.026570048,0.011469036,0.062312956,,0.003457018
2009,2009T2,junio,-0.088695602,-0.016458196,-0.027520323,-0.189090909,-0.01215015,0.058719021,,-3.82995E-05
2009,,julio,,8.206171108,-0.031475325,-0.163934426,-0.012832779,0.054364357,,-0.003084657
2009,,agosto,,0.023138645,-0.028037307,-0.16969697,-0.02714757,0.050250436,,-0.003806913
2009,2009T3,septiembre,-0.08099311,0.039013618,-0.026954265,-0.301127214,-0.016839511,0.052635845,,-0.005405611
2009,,octubre,,-0.014844804,-0.02327745,-0.207006369,0.00641065,0.046500198,,0.001409578
2009,,noviembre,,0.022244863,-0.013353132,1.13592233,0.034581069,0.037134584,,0.004501411
2009,2009T4,diciembre,-0.04802634,0.027573215,-0.003814669,0.164616286,0.083084939,0.029395938,,0.002671144
2010,,enero,,0.013679891,0.005838042,0.065259117,0.075591586,0.038344417,,0.007434228
2010,,febrero,,0.015205877,0.01459043,0.021719457,0.132945797,0.041329262,,0.00776714
2010,2010T1,marzo,0.085091064,0.014597287,0.019774801,0.038926174,0.139459107,0.040728373,,0.009916974
2010,,abril,,-0.012018027,0.027881306,0.063764292,0.165685253,0.032694787,,0.008081504
2010,,mayo,,-0.015320566,0.028710717,0.23325062,0.192591002,0.029183802,,0.006392589
2010,2010T2,junio,0.100837666,-0.016566265,0.031191514,0.251121076,0.234123816,0.028853439,,0.009651844
2010,,julio,,-0.098263254,0.03733546,0.206971678,0.244485178,0.029966625,,0.008289403
2010,,agosto,,0.109793908,0.038963976,0.279805353,0.280893466,0.03418894,,0.00844543
2010,2010T3,septiembre,0.086771629,0.02869288,0.035967909,0.301843318,0.284219321,0.032638291,,0.008994527
2010,,octubre,,-0.010273973,0.034070387,0.277108434,0.271297163,0.040543666,,0.006162976
2010,,noviembre,,-0.031063123,0.033941344,0.184848485,0.282329851,0.045569975,,0.002924199
2010,2010T4,diciembre,0.075611763,-0.033166667,0.029984529,0.227364185,0.285045615,0.043590995,,0.002968488
2011,,enero,,-0.018724696,0.03499982,0.110810811,0.255265838,0.04587356,,0.001949989
2011,,febrero,,-0.003534164,0.038139038,0.136403897,0.217182696,0.049430732,,0.001831432
2011,2011T1,marzo,0.058679092,-0.006262695,0.033684026,0.126184324,0.18854256,0.044733879,,0.003044835
2011,,abril,,-0.013346849,0.027146819,0.123604795,0.12605088,0.053548254,,0.005661094
2011,,mayo,,-0.031286995,0.02866255,0.104627767,0.12743774,0.054775904,,0.009204671
2011,2011T2,junio,0.045985981,-0.024502297,0.032887939,-0.007168459,0.102774815,0.054569373,,0.012480558
2011,,julio,,0.01064369,0.032960246,-0.014440433,0.069869809,0.056095575,,0.013525289
2011,,agosto,,0.013804437,0.034560224,0.159695817,0.034190269,0.055427817,,0.014058888
2011,2011T3,septiembre,0.062588768,0.069731405,0.03457984,0.203539823,0.042109886,0.049214244,,0.012935286
2011,,octubre,,0.082698962,0.033935531,0.040880503,0.057964751,0.045179143,,0.010549002
2011,,noviembre,,0.077147266,0.039467207,0.231457801,0.043489688,0.044249568,,0.011094703
2011,2011T4,diciembre,0.035337752,0.06309257,0.042951147,0.041803279,0.053591002,0.049391156,,0.010966077
2012,,enero,,0.061887571,0.05434631,0.141524736,0.058940945,0.047148448,,0.015264263
2012,,febrero,,0.038338119,0.058512636,0.176149649,0.072418065,0.042945028,,0.015119778
2012,2012T1,marzo,0.058273506,0.035939363,0.054140921,0.141873805,0.083775764,0.040793598,,0.012559763
2012,,abril,,0.040410959,0.056717669,0.144223694,0.111713929,0.03307353,,0.007820469
2012,,mayo,,0.059357542,0.057813231,0.408014572,0.097188947,0.039014072,,0.006520182
2012,2012T2,junio,0.062922308,0.034188034,0.049514362,0.476534296,0.090548747,0.044457077,,0.005545148
2012,,julio,,-0.107154798,0.045080822,0.633699634,0.082729373,0.044899394,,0.00097189
2012,,agosto,,0.013292268,0.04663709,0.473770492,0.090756807,0.045136391,,0.002653214
2012,2012T3,septiembre,0.051799329,0.019314341,0.049088729,0.304411765,0.101012939,0.04837583,,0.005617346
2012,,octubre,,-0.018855864,0.050959006,0.705438066,0.097700106,0.047073286,,0.008343623
2012,,noviembre,,-0.010027057,0.046706605,0.453790239,0.089339951,0.044551446,,0.009212793
2012,2012T4,diciembre,0.057041603,0.007945516,0.047478832,0.189614477,0.098529106,0.038368525,,0.008782795
2013,,enero,,0.018779343,0.034204796,0.101598579,0.094110616,0.03194567,,0.006991167
2013,,febrero,,0.023422251,0.02904463,0.070907886,0.088096738,0.033356057,,0.005327531
2013,2013T1,marzo,0.026172405,0.035679053,0.03245234,0.151707971,0.085247454,0.042471189,,0.006108301
2013,,abril,,0.036866359,0.036922606,0.11511254,0.085221065,0.043998902,,0.009596641
2013,,mayo,,0.031970995,0.033429782,0.358344114,0.062246161,0.039113675,,0.007900846
2013,2013T2,junio,0.002952312,0.054646652,0.033894161,0.281173594,0.051248873,0.031435623,,0.003353454
2013,,julio,,0.048680022,0.035646206,0.353139013,0.017684371,0.02502149,,0.006161775
2013,,agosto,,-0.005119181,0.033148116,0.340378198,-0.005954623,0.026109442,,0.006745928
2013,2013T3,septiembre,-0.026758262,-0.011842729,0.029685718,0.346110485,-0.035184214,0.025376201,,0.008006554
2013,,octubre,,0.039739414,0.026932933,0.033658105,-0.029553255,0.024729592,,0.008719852
2013,,noviembre,,0.036334405,0.025557264,-0.1625,-0.018796328,0.030309469,,0.006493988
2013,2013T4,diciembre,-0.020780419,0.044240669,0.022970424,0.132275132,-0.018197713,0.033949793,,0.004129925
