año,periodo,mes,ITAEE,CPTPC,CPTPU,CPTEC,CPTEU,INPC,INPC2,INPC3,INPC4,PATRON
2022,,octubre,,-0.008507078,0.04558947,0.295325779,0.089806745,0.082246291,0.079880921,0.089938801,0.092900283,0.004292929
2022,,noviembre,,0.002256381,0.045278774,0.042042042,0.075684838,0.074459319,0.072683243,0.081962033,0.087807597,0.002352151
2022,2022T4,diciembre,0.030786408,0.006682647,0.043717003,-0.133832475,0.071687497,0.071325196,0.065494625,0.080899793,0.094327565,0.00148701
2023,,enero,,-0.02973847,0.040216145,-0.349479727,0.081320141,0.073604019,0.064001216,0.077532488,0.093252857,0.001686246
2023,,febrero,,-0.028195753,0.03887821,-0.011489174,0.064811916,0.071971416,0.05848571,0.077378602,0.083794279,0.000083956
2023,2023T1,marzo,0.026692457,-0.019190363,0.040021475,-0.224428997,0.059644442,0.069664816,0.052700714,0.071893304,0.070207151,-0.002650596
2023,,abril,,-0.01969184,0.04424812,0.208351648,0.055917453,0.061186918,0.046636598,0.065472652,0.059904417,-0.000418468
2023,,mayo,,-0.026322968,0.050358671,-0.039626168,0.059922417,0.056591875,0.034924717,0.059654863,0.051919965,-0.0028695
2023,2023T2,Junio,0.024347031,-0.021577226,0.050341946,0.278781438,0.062191194,0.049556852,0.030776188,0.053160826,0.042793686,-0.0008932
2023,,Julio,,-0.017396816,0.050631912,0.024212272,0.048410901,0.050538748,0.025119325,0.045805655,0.03671571,0.0006148
2023,,Agosto,,-0.007943262,0.048077675,-0.079275905,0.029852394,0.047432497,0.022368559,0.040451974,0.035241161,
2023,2023T3,Septiembre,,0.009089618,0.042122478,0.21560237,0.02567985,0.045183078,0.025802341,0.035960099,0.036744737,
2023,,Octubre,,,,,,0.046971483,0.029363163,0.03541081,0.033126959,
2023,,Noviembre,,,,,,,,,,
2023,2023T4,Diciembre,,,,,,,,,,
