ano,periodo,mes,ITAEE,CPTPC,CPTPU,CPTEC,CPTEU,INPC,INPC2,INPC3,INPC4,PATRON
2022,,agosto,,-0.005903766,0.008167839,0.198061781,0.099778974,0.088847101,0.08766315,0.082541762,0.086642825,0.002858504
2022,2022T3,septiembre,0.050283121,-0.016789772,0.010493793,0.038267875,0.081949251,0.08683451,0.09163859,0.088896147,0.088870807,-0.001065349
2022,,octubre,,-0.01596871,0.014924069,0.07217187,0.089253532,0.084600386,0.090017749,0.091024009,0.08534347,-0.00555405
2022,,noviembre,,-0.011925743,0.016682328,0.056599342,0.074785319,0.076303757,0.081905325,0.081253637,0.076229395,-0.008162804
2022,2022T4,diciembre,-0.015985253,-0.013306428,0.018106472,-0.077730983,0.068936091,0.078393749,0.089819094,0.083438653,0.075784523,-0.01321516
2023,,enero,,-0.024679459,0.023231708,-0.045957775,0.038196111,0.073470261,0.093603823,0.090159945,0.076257928,-0.013185462
2023,,febrero,,-0.026115915,0.020243682,-0.027377586,0.032179367,0.075388385,0.086297892,0.087020046,0.076438925,-0.014084507
2023,2023T1,marzo,0.026797236,-0.022934431,0.024079638,0.001324576,0.03491709,0.068811672,0.076553959,0.079813565,0.06723835,-0.014487159
2023,,abril,,-0.024119775,0.022099224,-0.147299063,0.036314943,,,,,-0.013942101
2023,,mayo,,-0.022817606,0.027711773,-0.370684434,0.055453923,,,,,
2023,,Junio,,,,,,,,,,
