año,periodo,mes,ITAEE,CPTPC,CPTPU,CPTEC,CPTEU,INPC,PATRON
2004,,enero,,-0.010793651,-0.019888913,-0.571428571,0.090315481,0.038155943,-0.003559322
2004,,febrero,,-0.007662835,-0.018804913,-0.698324022,0.029099405,0.047276816,0.001101322
2004,2004T1,marzo,0.023868765,-0.017252396,-0.012374797,-0.680232558,0.048905058,0.042261481,0.005818856
2004,,abril,,-0.03250478,-0.014395741,-0.68,-0.034018427,0.047712437,0.00218249
2004,,mayo,,-0.011583012,-0.005051677,-0.025641026,-0.027191558,0.053472859,8.40972E-05
2004,2004T2,junio,0.063424197,-0.005157963,-0.002581094,-0.798850575,-0.072911949,0.049632639,0
2004,,julio,,0.417910448,0.001801449,-0.120300752,-0.042201478,0.053403488,-8.39349E-05
2004,,agosto,,0.073500967,0.019209721,-0.31629393,-0.020301624,0.059025381,-0.00050306
2004,2004T3,septiembre,0.012261529,0.214331827,0.022631595,-0.114285714,-0.041186375,0.062066303,0.002602855
2004,,octubre,,0.153550864,0.019621678,-0.651741294,-0.074802426,0.069078947,0
2004,,noviembre,,0.068283344,0.031231841,0.461538462,0.002918226,0.064956906,0.005966387
2004,2004T4,diciembre,0.076961355,0.058093995,0.031865844,0,-0.012407803,0.060080829,0.00889303
2005,,enero,,0.041720154,0.036953401,1,-0.042931162,0.05003902,0.009185236
2005,,febrero,,0.046975547,0.050144189,0.555555556,0.035431717,0.044955884,0.008208513
2005,2005T1,marzo,0.065245374,0.124187256,0.04617198,0.454545455,-0.031883671,0.051879207,-0.004108326
2005,,abril,,0.113965744,0.039488269,0.25,0.046088174,0.055727843,-0.004858028
2005,,mayo,,0.123697917,0.050153179,2.815789474,0.013210958,0.05111969,-0.000336361
2005,2005T2,junio,0.010473032,0.109526896,0.051669817,13.97142857,0.057362177,0.045452441,-0.003020895
2005,,julio,,-0.21006865,0.046190732,1.576923077,0.022402707,0.050086786,-0.008226307
2005,,agosto,,-0.087687688,0.045041582,1.018691589,0.051575554,0.045500858,-0.007801359
2005,2005T3,septiembre,0.015037893,-0.502923977,0.040749338,14.51612903,0.062744833,0.040973775,-0.008709488
2005,,octubre,,-0.734886301,0.034035179,17.38571429,0.086544828,0.030193432,-0.012863348
2005,,noviembre,,-0.685782557,0.022919101,18.61403509,0.039850718,0.029645049,-0.012613817
2005,2005T4,diciembre,0.00994849,-0.633559531,0.025386473,27.94444444,0.022893837,0.033219678,-0.010325722
2006,,enero,,-0.595810228,0.020673114,14.84848485,0.078464459,0.044099607,-0.008764537
2006,,febrero,,-0.543945913,0.008579998,15.55952381,0.104186047,0.045246605,-0.013345644
2006,2006T1,marzo,0.026797883,-0.303643725,0.013813581,12.2625,0.153920353,0.039179088,-0.008924061
2006,,abril,,-0.244234181,0.025227263,19.7,0.08020913,0.03794889,-0.007490952
2006,,mayo,,-0.149478563,0.024448992,6.75862069,0.097104035,0.039148164,-0.011608345
2006,2006T2,junio,0.067237745,-0.140186916,0.029853351,0.91221374,0.092925026,0.044725096,-0.006817608
2006,,julio,,0.097914253,0.040327861,0.945273632,0.096848934,0.037322947,-0.00093102
2006,,agosto,,0.050032916,0.042300394,2.240740741,0.115545824,0.043705004,-0.001859993
2006,2006T3,septiembre,0.082923493,0.774331551,0.045548799,0.529106029,0.136129647,0.04651041,-0.000844809
2006,,octubre,,2.320083682,0.068780298,0.16006216,0.088305198,0.049289994,0.006177018
2006,,noviembre,,2.087452471,0.070817653,0.63059034,0.126771701,0.045810241,0.006175973
2006,2006T4,diciembre,0.083750882,1.422558923,0.074227009,0.943378119,0.160354828,0.045187219,0.002714395
2007,,enero,,1.617378049,0.072781369,0.705544933,0.095768955,0.046147645,0.003315763
2007,,febrero,,1.381401617,0.077515439,0.287562904,0.046636178,0.04671579,0.007996597
2007,2007T1,marzo,0.124667409,0.560631229,0.075171041,0.607917059,0.041378075,0.045605002,0.007135576
2007,,abril,,0.536776213,0.070354387,0.711111111,0.109019006,0.042621,0.007971506
2007,,mayo,,0.365122616,0.069005661,0.919111111,0.117157691,0.03936841,0.010212766
2007,2007T2,junio,0.081435061,0.139945652,0.059427584,1.254491018,0.092391304,0.041623574,0.006694915
2007,,julio,,-0.080738786,0.053364504,0.999147485,0.121793711,0.045023817,0.008810573
2007,,agosto,,0.134169279,0.049820748,0.512857143,0.051144011,0.041916923,0.011096053
2007,2007T3,septiembre,0.101336878,0.155515371,0.045431062,0.403127124,0.035464563,0.043884454,0.00625687
2007,,octubre,,0.353497164,0.033584528,0.145344943,0.099899205,0.041639617,0.004793541
2007,,noviembre,,0.365147783,0.033102291,-0.195282501,0.036765103,0.043420296,0.007147061
2007,2007T4,diciembre,0.050167371,0.559416261,0.021476942,-0.303209877,-0.049162011,0.043299909,0.00583707
2008,,enero,,0.393709959,0.022563683,-0.267376682,-0.00934079,0.035004304,0.004745361
2008,,febrero,,0.398981324,0.006485197,-0.275823562,-0.003104697,0.028297495,0.004219765
2008,2008T1,marzo,-0.003248123,0.329962746,0.005475013,-0.158264947,-0.034459033,0.035943034,0.004385965
2008,,abril,,0.123727088,0.008455831,0.04743083,-0.053701634,0.037887186,0.003533569
2008,,mayo,,0.303892216,0.002904059,-0.242704956,-0.082362822,0.041212398,0.00294861
2008,2008T2,junio,0.031769076,0.590584029,0.005582214,-0.406817176,-0.082587065,0.04537242,0.005135112
2008,,julio,,0.513203215,0.009811035,-0.498081023,-0.110453543,0.045849757,0.001595566
2008,,agosto,,0.454947485,0.008062365,-0.440037771,-0.099871959,0.048005425,0.001424143
2008,2008T3,septiembre,-0.00273827,0.355242567,0.007285307,-0.53246124,-0.103938199,0.045163971,0.004537434
2008,,octubre,,0.237895717,-3.68763E-05,-0.274853801,-0.188270034,0.047166268,0.002427184
2008,,noviembre,,0.194857916,-0.011012512,-0.374914792,-0.169964591,0.050796972,8.34864E-05
2008,2008T4,diciembre,-0.008420713,0.182263815,-0.014726841,-0.356484763,-0.133032346,0.055514516,0.003784693
2009,,enero,,0.154617635,-0.032136881,-0.310635042,-0.168098012,0.052861273,0.000168677
2009,,febrero,,0.108414239,-0.027653866,-0.287586739,-0.187381049,0.054870785,-0.005966888
2009,2009T1,marzo,-0.078096944,0.12364946,-0.040129571,-0.364206128,-0.138123515,0.056986963,-0.004702721
2009,,abril,,0.274580879,-0.048440935,-0.505660377,-0.157311586,0.059366361,-0.00804829
2009,,mayo,,0.08572522,-0.052073796,-0.217737003,-0.122460187,0.057985543,-0.011423772
2009,2009T2,junio,-0.084821964,0.071937055,-0.056678702,-0.152238806,-0.127741624,0.054076779,-0.012144054
2009,,julio,,0.094081942,-0.063889138,-0.061172472,-0.084855449,0.057000163,-0.008216651
2009,,agosto,,0.077887538,-0.064125976,-0.044688027,-0.044867236,0.048980409,-0.012046177
2009,2009T3,septiembre,-0.042985823,0.099692071,-0.056494582,0.079792746,-0.020678845,0.04173675,-0.011877875
2009,,octubre,,0.082737871,-0.047466771,-0.047580645,0.023331661,0.033497131,-0.011104617
2009,,noviembre,,0.082672707,-0.037878547,0.006543075,0.040150565,0.031477752,-0.005426162
2009,2009T4,diciembre,0.001391295,0.073878628,-0.021556348,0.00660793,0.081538023,0.025202432,-0.000670297
2010,,enero,,0.02461093,-0.001492003,0.006659267,0.1293676,0.035605474,0.002614048
2010,,febrero,,0.033576642,0.009452414,0.045454545,0.153229241,0.046490442,0.004058167
2010,2010T1,marzo,0.085153024,0.029202279,0.026423093,0.046002191,0.165908778,0.043067384,0.008184273
2010,,abril,,0.036615713,0.035470913,0.127589967,0.212040312,0.033783834,0.014367816
2010,,mayo,,0.029608742,0.041132044,0.073494918,0.187526074,0.027796078,0.017758518
2010,2010T2,junio,0.076195606,0.001398113,0.044397107,-0.05193662,0.191213042,0.028960138,0.020347605
2010,,julio,,-0.009708738,0.044997404,0.046153846,0.155244201,0.025202316,0.016823062
2010,,agosto,,0.014804371,0.047321984,-0.142100618,0.167297549,0.032086072,0.018966977
2010,2010T3,septiembre,0.064401404,0,0.045256054,-0.003838772,0.131371583,0.034574878,0.015406755
2010,,octubre,,-0.014241056,0.032227735,-0.033869602,0.114672714,0.042954388,0.011482607
2010,,noviembre,,0.0013947,0.030743383,-0.008667389,0.056031363,0.045503105,0.007218399
2010,2010T4,diciembre,0.027635211,0.008424008,0.018902922,-0.042669584,0.176637425,0.045385479,0.003102205
2011,,enero,,0.016601907,0.013481176,-0.055126792,0.143505497,0.036944241,0.000756939
2011,,febrero,,0.034957627,0.014073298,-0.101449275,0.15545572,0.027234506,0.007915123
2011,2011T1,marzo,0.033808276,0.028373702,0.014710997,-0.073298429,0.143009101,0.027830814,0.002594359
2011,,abril,,0.016460905,0.00761841,-0.042553191,0.106112335,0.032987262,-0.000999833
2011,,mayo,,0.026360835,0.009379214,-0.129643117,0.164061128,0.034307614,0.000500918
2011,2011T2,junio,0.047601029,0.04921466,0.014562793,0.004642526,0.133901647,0.027663619,-0.002658912
2011,,julio,,0.047619048,0.012702459,-0.007785467,0.11882151,0.031983084,-0.002411041
2011,,agosto,,0.06147968,0.019516463,-0.015432099,0.078943172,0.028239207,0.00116337
2011,2011T3,septiembre,0.028569991,0.091704585,0.01696239,-0.196531792,0.094406355,0.026051097,0.003001251
2011,,octubre,,0.111698379,0.025306214,-0.078001753,0.134546654,0.028003608,0.007679466
2011,,noviembre,,0.098885794,0.028191069,0.053551913,0.197498429,0.02760379,0.003916667
2011,2011T4,diciembre,0.066566195,0.079359554,0.036023063,0.017142857,0.107629351,0.03197931,0.004429957
2012,,enero,,0.054204309,0.03947032,-0.005834306,0.103080105,0.035616685,0.007983864
2012,,febrero,,0.074718526,0.041298382,-0.003456221,0.06918775,0.04023138,0.006015038
2012,2012T1,marzo,0.07065695,0.057537012,0.038153589,0.057627119,0.081273912,0.036522588,0.007929883
2012,,abril,,0.043184885,0.044994852,-0.041414141,0.05207348,0.032270545,0.009007506
2012,,mayo,,0.030020013,0.049762489,-0.188284519,0.072783059,0.0379801,0.009929907
2012,2012T2,junio,0.062319194,0.042248836,0.0446367,0.158040665,0.058303074,0.047209829,0.013080063
2012,,julio,,0.052473262,0.051500429,-0.027898867,0.07946004,0.04744634,0.015667972
2012,,agosto,,0.047120419,0.049848775,0.179728318,0.072477335,0.044014833,0.012533201
2012,2012T3,septiembre,0.048372583,0.043603719,0.059090861,0.257793765,0.066275543,0.044260028,0.016457485
2012,,octubre,,0.044057052,0.06165962,0.087452471,0.053746244,0.042695347,0.018638171
2012,,noviembre,,0.059252218,0.065132984,0.043568465,0.047741689,0.036022617,0.025815556
2012,2012T4,diciembre,0.04071155,0.079974202,0.067327564,-0.039325843,0.101118478,0.03101544,0.027294666
2013,,enero,,0.152933421,0.071562408,-0.192488263,0.081589216,0.028775796,0.029431382
2013,,febrero,,0.181904762,0.06963713,-0.215028902,0.093952376,0.028910354,0.02939711
2013,2013T1,marzo,0.035234846,0.179128221,0.068648339,-0.185897436,0.066606101,0.036167494,0.032049689
2013,,abril,,0.169469599,0.069396908,-0.150684932,0.094118204,0.037844643,0.034468507
2013,,mayo,,0.167098446,0.066974784,0.280412371,0.036665416,0.034433506,0.035363133
2013,2013T2,junio,0.029047987,0.15448452,0.069326739,0.226656026,0.057942299,0.031566607,0.034950658
2013,,julio,,0.133058114,0.072358878,0.069058296,0.032684383,0.021607917,0.034627062
2013,,agosto,,0.134375,0.070816642,-0.026572188,0.030137364,0.02396378,0.037871957
2013,2013T3,septiembre,0.042801774,0.119815668,0.062473926,0.085795996,0.05893873,0.026083254,0.03720664
2013,,octubre,,0.135701275,0.05697592,-0.166083916,0.0758405,0.027291773,0.035049199
2013,,noviembre,,0.13670356,0.059681245,-0.053677932,0.065458849,0.033445892,0.029616443
2013,2013T4,diciembre,0.015761731,0.132278292,0.057866389,-0.051461988,0.025600956,0.034750382,0.027136493
2014,,enero,,0.09348199,0.051426953,0.220930233,0.069530994,0.038738349,0.021462703
2014,,febrero,,0.031157669,0.05749344,0.191458027,0.065346084,0.034718131,0.014359471
2014,2014T1,marzo,0.091025938,0.042363734,0.05835385,-0.002624672,0.067019321,0.027210191,0.008586102
2014,,abril,,0.057798673,0.058003004,0.094292804,0.054277312,0.028353164,0.006392329
2014,,mayo,,0.084628191,0.054198073,-0.082930757,0.075305292,0.030358914,0.009017636
2014,2014T2,junio,0.096659873,0.094000553,0.051199012,-0.270657124,0.087063768,0.027773415,0.007548669
2014,,julio,,0.113508969,0.050809461,-0.055369128,0.108068437,0.032624599,0.014275517
2014,,agosto,,0.095867769,0.061440458,-0.041856233,0.084065468,0.036889719,0.015085696
2014,2014T3,septiembre,0.093438812,0.123182442,0.067270611,-0.120280948,0.068912373,0.03626322,0.01371807
2014,,octubre,,0.101042502,0.070567361,0.075471698,0.043561902,0.033585037,0.011156505
2014,,noviembre,,0.087368421,0.063545351,-0.049369748,0.030077758,0.03351669,0.013517762
2014,2014T4,diciembre,0.127292704,0.057489451,0.063337065,0.103575832,0.032894147,0.034348884,0.013801262
2015,,enero,,0.058039216,0.064678119,0.117857143,0.024225698,0.029587083,0.018553758
2015,,febrero,,0.058348528,0.063158572,0.21631644,0.029493482,0.029902404,0.028710037
2015,2015T1,marzo,0.0362199,0.06212788,0.064505241,0.3,0.02424166,0.030659121,0.036597979
2015,,abril,,0.083398693,0.061154424,0.221088435,0.024982566,0.028940094,0.040809845
2015,,mayo,,0.064210796,0.05690987,-0.125548727,0.023554154,0.027512704,0.037171781
2015,2015T2,junio,0.041632041,0.061410159,0.058467195,-0.050847458,0.025422304,0.026744217,0.041324921
2015,,julio,,0.058897559,0.061549194,-0.095914742,-8.27917E-05,0.025782672,0.037688639
2015,,agosto,,0.060080442,0.053982191,0.00379867,0.003167681,0.021250022,0.0410831
2015,2015T3,septiembre,0.049904393,0.04469956,0.055939523,0.052894212,0.016024717,0.020099653,0.046352465
2015,,octubre,,0.046856033,0.059116772,-0.026315789,0.024128467,0.021170699,0.054001554
2015,,noviembre,,0.060019361,0.060056029,0.125966851,0.052965574,0.017614084,0.057227047
2015,2015T4,diciembre,0.034439337,0.082543641,0.056261605,0.112849162,0.060525859,0.017190033,0.064644107
2016,,enero,,0.068198666,0.062302292,0.083067093,0.083746792,0.018343788,0.066246302
2016,,febrero,,0.061038641,0.063422014,0.06504065,0.108822919,0.020970615,0.066872826
2016,2016T1,marzo,0.053787163,0.053131855,0.062344674,0.028340081,0.110463924,0.018056674,0.063243534
2016,,abril,,0.041988417,0.067682445,0.033426184,0.101376771,0.017414742,0.066748036
2016,,mayo,,0.049038462,0.073459584,0.142570281,0.1181015,0.017996569,0.066493823
2016,2016T2,junio,0.086154003,0.034761905,0.077502507,0.07518797,0.135311232,0.019629818,0.068464102
2016,,julio,,0.033753268,0.074431324,0.071709234,0.119064376,0.019119807,0.066837465
2016,,agosto,,0.042447237,0.075185627,0.064333018,0.139019889,0.024223418,0.065396114
2016,2016T3,septiembre,0.068152073,0.035772738,0.068675598,0.03507109,0.130919559,0.030571571,0.062955255
2016,,octubre,,0.0317718,0.067571897,0.125125125,0.1364,0.029600682,0.058975304
2016,,noviembre,,0.018493151,0.067134764,0.149165849,0.106865719,0.033304325,0.057503301
2016,2016T4,diciembre,0.062387512,0.019580742,0.066930551,0.051204819,0.078959211,0.038026107,0.052681572
2017,,enero,,-0.006245663,0.062944617,0.071779744,0.04842529,0.057784219,0.051690151
2017,,febrero,,0.000231965,0.064521111,0.028625954,-0.001198233,0.05880078,0.050724638
2017,2017T1,marzo,0.0713928,0.002314279,0.066248538,0.126968504,0.017545804,0.062868792,0.053634592
2017,,abril,,0.005558129,0.062283086,0.086253369,-0.011701007,0.069490199,0.050629291
2017,,mayo,,0.003437214,0.063530557,0.156414763,-0.047668051,0.0716681,0.052195052
2017,2017T2,junio,0.007811859,0.017487345,0.063329042,0.126748252,-0.083703303,0.072259051,0.04607315
2017,,julio,,0.01655553,0.064444971,0.216315307,-0.055676816,0.078141219,0.045133493
2017,,agosto,,0.011828935,0.060143131,0.159111111,-0.066750675,0.074311934,0.043563662
2017,2017T3,septiembre,0.02018001,0.014446953,0.062500243,0.156593407,-0.068906177,0.070137278,0.043143836
2017,,octubre,,0.028096201,0.062840962,0.174377224,-0.077648715,0.069088819,0.044761573
2017,,noviembre,,0.047298812,0.064534156,0.122117848,-0.08430605,0.071005668,0.044250243
