año,periodo,mes,ITAEE,CPTPC,CPTPU,CPTEC,CPTEU,INPC,INPC2,PATRON
2004,,enero,,-0.099885409,0.010054475,0.192099148,0.022613065,0.036810224,0.041009494,-0.006632785
2004,,febrero,,-0.100938518,0.007859337,0.03483902,-0.022525193,0.046074939,0.040532853,-0.0021602
2004,2004T1,marzo,0.067436495,-0.102170156,0.011891252,0.160279805,-0.049024741,0.041823433,0.045241721,0.004243894
2004,,abril,,-0.101734104,0.009023938,0.19386379,-0.063885609,0.043500114,0.044579969,0.007266436
2004,,mayo,,-0.097012029,0.010852281,1.098676294,-0.022554877,0.039014548,0.042782685,0.006755586
2004,2004T2,junio,0.046851636,-0.096559812,0.018155135,0.444690265,-0.020042334,0.036750683,0.048445685,0.00396176
2004,,julio,,-0.040117622,0.02343331,0.773519164,-0.10502704,0.036355652,0.047443658,0.004740153
2004,,agosto,,-0.041868294,0.024436137,0.249767008,-0.052071991,0.043181691,0.051421967,0.005012965
2004,2004T3,septiembre,0.044700631,-0.042763851,0.022046742,-0.083211679,-0.034549909,0.048258318,0.055851264,-0.002318194
2004,,octubre,,-0.046212281,0.022073334,0.08957795,-0.115546592,0.052650569,0.05455741,-0.012257406
2004,,noviembre,,-0.04820296,0.0220356,0.042741081,-0.114179624,0.053672134,0.056075715,-0.008134955
2004,2004T4,diciembre,-0.002793067,-0.047103756,0.018228892,0.0499224,-0.136551286,0.047465594,0.050911089,-0.012574283
2005,,enero,,-0.04837683,0.031152343,-0.168291098,-0.116342387,0.042582028,0.047389727,-0.00945196
2005,,febrero,,-0.047720494,0.034753062,-0.123519851,-0.086651843,0.042949883,0.048512461,-0.009785244
2005,2005T1,marzo,0.02162645,-0.04,0.039350497,0.005242464,-0.053548076,0.04474073,0.049228987,-0.015265201
2005,,abril,,-0.04997855,0.049578042,0.079356114,-0.0194787,0.049102558,0.050763369,-0.011593954
2005,,mayo,,-0.049634723,0.043859365,-0.5,-0.027058581,0.04705039,0.056268789,-0.009033035
2005,2005T2,junio,-0.016401577,-0.046083946,0.024657867,-0.373660031,-0.014579818,0.043856867,0.055981036,-0.011581024
2005,,julio,,0.002188184,0.026750514,-0.366732155,-0.00267802,0.045015642,0.057124944,-0.010036027
2005,,agosto,,0.0085639,0.026527784,-0.520507084,-0.01,0.037633544,0.051565062,0.00120399
2005,2005T3,septiembre,0.019597975,0.008802817,0.024394536,-0.464171975,0.009824972,0.033858826,0.041977288,0.007401033
2005,,octubre,,0.009734513,0.027786386,-0.413438735,0.164844745,0.027491409,0.040739797,0.008617718
2005,,noviembre,,0.005997335,0.031837595,-0.236449864,0.167998428,0.023625151,0.037856157,0.011741345
2005,2005T4,diciembre,0.031005273,0.009352037,0.030958815,-0.031781227,0.194409709,0.028617507,0.040594232,0.016921064
2006,,enero,,0.006688963,0.019600085,-0.02265625,0.128654092,0.035827529,0.049843394,0.016808194
2006,,febrero,,0.008277405,0.017466217,-0.031523179,0.140759867,0.034755356,0.054515117,0.016703105
2006,2006T1,marzo,0.027035378,0.001114082,0.015482055,0.114732725,0.151116282,0.033938547,0.043857379,0.020581538
2006,,abril,,0.010386092,0.005654707,0.026425955,0.129769901,0.028552123,0.041946002,0.011121731
2006,,mayo,,0.004521818,0.016631064,-0.01146789,0.146961248,0.032612275,0.041108333,0.016494487
2006,2006T2,junio,0.048211085,0.004989794,0.035808274,-0.232273839,0.143639975,0.034462105,0.040485236,0.023433432
