año,periodo,mes,ITAEE,CPTPC,CPTPU,CPTEC,CPTEU,INPC,PATRON
2004,,enero,,-0.053385045,0.006845296,-0.739244069,0.109969096,0.050784709,-0.035258079
2004,,febrero,,-0.067940673,0.007196476,-0.680537167,0.085760464,0.052285553,-0.035177575
2004,2004T1,marzo,0.051658224,-0.04680385,0.016169197,-0.615635179,0.067776116,0.053215991,-0.027832573
2004,,abril,,-0.039286547,0.012877991,-0.057091346,0.072191235,0.053017967,-0.025229855
2004,,mayo,,-0.045177695,0.015462906,-0.045191194,0.065299092,0.051738729,-0.02551448
2004,2004T2,junio,0.062855396,-0.038857622,0.013889795,-0.534738486,0.04966827,0.052168311,-0.025605257
2004,,julio,,0.00429053,0.016498794,0.519318654,-0.015189504,0.050300901,-0.023310096
2004,,agosto,,0.059669124,0.018989661,2.362068966,0.00168153,0.054466599,-0.021784588
2004,2004T3,septiembre,0.063865147,0.071631118,0.018675095,1.729198185,0.011023577,0.05931341,-0.020947974
2004,,octubre,,0.053068702,0.014970139,0.874880611,0.011798187,0.062007005,-0.025269857
2004,,noviembre,,0.114893102,0.015998857,1.630434783,0.069327608,0.065915106,-0.025583357
2004,2004T4,diciembre,0.065312823,0.069019608,0.015998358,2.472105579,0.102883039,0.063605163,-0.022862541
2005,,enero,,0.10080135,0.018910828,4.023901311,0.077989113,0.05903447,-0.020321331
2005,,febrero,,0.101168982,0.025899406,2.673179396,0.093477534,0.057008018,-0.019962491
2005,2005T1,marzo,-0.001490531,0.074499607,0.019442004,3.052663438,0.032571446,0.055860757,-0.025332107
2005,,abril,,0.042349229,0.020043429,1.792861695,0.020451843,0.054545776,-0.020420478
2005,,mayo,,0.040564811,0.023322235,1.086165049,0.016933706,0.042114209,-0.01863354
2005,2005T2,junio,0.009195174,0.021802778,0.023923988,1.869127517,0.015830676,0.040522652,-0.018292877
2005,,julio,,0.004943546,0.02509941,-0.053322395,-2.96E-05,0.039265795,-0.02252812
2005,,agosto,,-0.047947608,0.027927168,0.584371184,0.037800893,0.031292844,-0.023226877
2005,2005T3,septiembre,-0.001652249,-0.031810861,0.030792265,1.604490022,-0.023908961,0.026132097,-0.024685444
2005,,octubre,,-0.03769427,0.036539409,1.541518085,-0.000628089,0.02335815,-0.02208424
2005,,noviembre,,-0.103107345,0.03704636,1.060394151,0.020849952,0.028076271,-0.020837341
2005,2005T4,diciembre,0.006648671,-0.06162876,0.036198113,1.087249482,-0.008130792,0.032936972,-0.020948145
2006,,enero,,-0.049808429,0.038300942,1.299570289,-0.012710758,0.034969948,-0.016853568
2006,,febrero,,-0.037461094,0.033400052,1.778207608,-0.030255043,0.03571036,-0.012098213
2006,2006T1,marzo,0.048889078,-0.034892228,0.038551137,1.210903659,0.022741703,0.03051912,-0.004456444
2006,,abril,,-0.02217695,0.036635385,1.712460064,0.00827313,0.030399517,-0.007586319
2006,,mayo,,-0.029758362,0.036986312,1.111111111,0.026307421,0.033376134,-0.004803635
2006,2006T2,junio,0.014565035,-0.012619643,0.039328626,0.668421053,0.066074894,0.030376723,-0.003661935
2006,,julio,,-0.019312523,0.042407444,0.532062392,0.118538694,0.03040526,0.001662537
2006,,agosto,,-0.013818941,0.044060795,-0.119297164,0.101906412,0.036593261,0.005944798
2006,2006T3,septiembre,0.025118083,-0.041946408,0.039742967,-0.17675854,0.115696072,0.042919598,0.009953833
2006,,octubre,,-0.020549596,0.040121668,-0.133593907,0.109738769,0.040520786,0.012567913
2006,,noviembre,,0.000121139,0.033102985,0.316877507,0.095842427,0.03927856,0.012244631
2006,2006T4,diciembre,0.038001592,-0.001984724,0.031320387,0.010760699,0.064698105,0.039036429,0.012146549
2007,,enero,,-0.027246544,0.034180711,-0.11692472,0.069104377,0.038573216,0.012461265
2007,,febrero,,-0.044231436,0.038715787,-0.1839754,0.093195817,0.039279882,0.013789481
2007,2007T1,marzo,0.006348741,-0.03061403,0.0405724,-0.039386569,0.093148598,0.04520314,0.011762784
2007,,abril,,-0.025596762,0.043687528,0.132845364,0.119438345,0.04384738,0.013655222
2007,,mayo,,-0.01104159,0.04635797,0.358087627,0.080758288,0.038678857,0.014154328
2007,2007T2,junio,0.038960551,-0.026179304,0.04642725,0.174728356,0.050360097,0.042516735,0.014343796
2007,,julio,,-0.042543968,0.047575885,0.167797888,0.063363506,0.04545112,0.015458717
2007,,agosto,,-0.04839011,0.046387299,0.020126006,0.07316242,0.042921386,0.015261227
2007,2007T3,septiembre,0.054677784,-0.060775194,0.045215749,0.003490176,0.042467763,0.040090921,0.014362133
2007,,octubre,,-0.05414385,0.049582801,0.251937536,0.060474737,0.04011765,0.013543215
2007,,noviembre,,-0.060138081,0.061869882,0.197438301,0.039316449,0.046471232,0.015783686
2007,2007T4,diciembre,0.04695713,-0.059961432,0.063611896,1.101711572,0.04851395,0.048151889,0.017659685
2008,,enero,,-0.048735714,0.059445854,1.105652963,0.115583416,0.053442749,0.01735478
2008,,febrero,,-0.052924118,0.056672249,1.064841806,0.077886682,0.050577024,0.012792279
2008,2008T1,marzo,0.046223596,-0.052755053,0.050346208,1.211407272,0.04958827,0.053698724,0.01020507
2008,,abril,,-0.043985583,0.058004855,0.892907538,0.080292159,0.052693902,0.013277901
2008,,mayo,,-0.044163255,0.057240229,0.648473166,-0.009382819,0.061439102,0.011030358
2008,2008T2,junio,0.057753808,-0.03823231,0.059820518,0.988661793,-0.015064233,0.062946641,0.010068621
2008,,julio,,-0.074057305,0.057957887,0.754116887,-0.026807049,0.064595965,0.013396577
2008,,agosto,,-0.052617801,0.055620899,0.267970492,-0.039497789,0.065445486,0.012217354
2008,2008T3,septiembre,0.036130786,-0.036909871,0.052582285,0.297565374,-0.035306027,0.062323821,0.009907952
2008,,octubre,,-0.01977493,0.042601178,0.340848194,-0.055029256,0.062061611,0.009248334
2008,,noviembre,,-0.007152523,0.02842157,0.707344117,-0.048285978,0.066516595,0.006240846
2008,2008T4,diciembre,0.005106031,-0.00461568,0.027707212,0.011572631,-0.077062771,0.068435397,0.009651337
2009,,enero,,-0.019858068,0.014099872,0.052975379,-0.096189866,0.063844262,0.006529045
2009,,febrero,,0.002806838,0.013055257,0.108153708,-0.098541211,0.067031085,0.00578774
2009,2009T1,marzo,-0.039995603,-0.008827078,0.012817911,0.162956367,-0.088170192,0.06406243,0.006617436
2009,,abril,,-0.000191706,0.000606928,-0.126294727,-0.133788853,0.07178379,-0.001971947
2009,,mayo,,-0.011421155,-0.005633857,-0.228260201,-0.069064407,0.065954903,-0.003657877
2009,2009T2,junio,-0.063785726,-0.010811524,-0.010898781,-0.370217554,-0.096736627,0.064024436,-0.005619048
2009,,julio,,0.042120704,-0.009258254,-0.172388403,-0.082176015,0.059239531,-0.009329538
2009,,agosto,,0.002486875,-0.008868967,0.306047896,-0.09798586,0.058210298,-0.011406364
2009,2009T3,septiembre,-0.069321912,0.027766351,-0.010405287,0.413977961,-0.077495969,0.060612837,-0.010127223
2009,,octubre,,0.005507997,-0.007302386,0.11996968,-0.081060494,0.06048774,-0.008500016
2009,,noviembre,,0.000194704,-0.001686325,-0.192650036,-0.078751119,0.048595368,-0.004303525
2009,2009T4,diciembre,0.003903687,0.008565724,0.002728041,0.092715997,-0.053069838,0.044991403,-0.004146488
2010,,enero,,0.004890441,0.011104271,0.314813552,-0.019823849,0.05439801,-0.00038157
2010,,febrero,,0.017302799,0.012174115,0.194854426,-0.010195,0.053457423,0.003211038
2010,2010T1,marzo,0.019300476,0.024346489,0.018007537,0.232799169,0.044801079,0.054942067,0.002127795
2010,,abril,,0.022369935,0.022072943,0.472315775,0.039357917,0.04580606,0.006182479
2010,,mayo,,0.027110411,0.027579292,0.342982456,0.053980725,0.041377931,0.010088111
2010,2010T2,junio,0.073605801,0.018793735,0.033056618,0.295890411,0.06128413,0.038345645,0.014430291
2010,,julio,,0.019371272,0.029233845,-0.143460854,0.042467815,0.040776465,0.014940144
2010,,agosto,,0.038588754,0.02930272,-0.095825132,0.069158984,0.039767134,0.016140373
2010,2010T3,septiembre,0.066040233,0.011606964,0.027761867,0.20360879,0.085864891,0.037253593,0.014674851
2010,,octubre,,0.021581309,0.028526008,0.142558297,0.066365411,0.038649274,0.012907132
2010,,noviembre,,0.030887029,0.026814435,0.112472793,0.052320561,0.046234861,0.010106146
2010,2010T4,diciembre,-0.022775829,0.037675607,0.026225875,-0.234877327,0.102059869,0.045940351,0.007310406
2011,,enero,,0.029389458,0.028178447,-0.085964639,0.056640516,0.039044339,0.005057735
2011,,febrero,,0.016570785,0.026321325,-0.114188381,0.036050029,0.038773084,0.00180637
2011,2011T1,marzo,-0.017653045,0.005191394,0.022012838,-0.378563031,-0.033353986,0.035642387,0.003866265
2011,,abril,,0.020567642,0.022468986,-0.237380669,0.012286381,0.039872288,0.004022424
2011,,mayo,,0.022879785,0.018663256,0.13401817,0.049902126,0.01328496,0.002149178
2011,2011T2,junio,-0.054209185,0.004644469,0.013325005,0.064987591,0.056854382,0.014264668,0.000755311
2011,,julio,,-0.001578117,0.013797598,0.107894053,0.078615343,0.014413063,0.000471802
2011,,agosto,,0.003980892,0.013731982,0.20004583,0.051685038,0.014866456,-0.001824301
2011,2011T3,septiembre,0.098457922,-0.008572371,0.024633318,-0.1440238,0.040623403,0.012444242,-0.002615244
2011,,octubre,,0.002519543,0.033201897,0.232040926,0.062761716,0.012128748,0.00047195
2011,,noviembre,,0.018505696,0.033108025,0.053634469,0.093797277,0.038581155,-0.003932796
2011,2011T4,diciembre,0.054292256,0.012984615,0.031841109,0.333609767,0.06487225,0.043856649,-0.004480626
2012,,enero,,0.040154725,0.027452936,0.031170231,0.064714865,0.043869965,-0.001867325
2012,,febrero,,0.056221935,0.030422159,0.20785016,0.07661354,0.044208515,-0.000506137
2012,2012T1,marzo,0.095462982,0.046916807,0.035793273,0.341567018,0.125093473,0.043334721,-0.000441961
2012,,abril,,0.010290965,0.035355902,0.208806591,0.126484389,0.037762279,-0.001135647
2012,,mayo,,-0.02899094,0.03885918,-0.296785004,0.0994279,0.046472488,0.000630756
2012,2012T2,junio,0.072835124,-0.016408387,0.043671531,-0.215950285,0.133544498,0.049760916,-0.002767383
2012,,julio,,-0.015147524,0.041821441,-0.209773819,0.127382221,0.050558685,-0.005155936
2012,,agosto,,-0.030002643,0.045367266,0.023582204,0.156311118,0.050752899,-0.002741453
2012,2012T3,septiembre,-0.043984177,-0.021416694,0.041287986,-0.042115306,0.146059416,0.05350496,0.002843243
2012,,octubre,,-0.03338059,0.038946283,0.116001573,0.090812571,0.050716751,0.002515882
2012,,noviembre,,-0.032939868,0.039243921,-0.178023575,0.10640692,0.040933802,0.008654727
2012,2012T4,diciembre,0.026469554,-0.022173623,0.035819185,-0.123333103,0.10657189,0.034256763,0.006751189
2013,,enero,,-0.033114928,0.041228826,-0.251093325,0.103733927,0.031887268,0.005549038
2013,,febrero,,-0.044959525,0.035771113,-0.214106895,0.107853915,0.035180668,0.005728573
2013,2013T1,marzo,0.020380393,-0.023120357,0.030777766,-0.073781396,0.089892708,0.037287266,0.006758677
2013,,abril,,-0.022191233,0.033965681,0.020976013,0.052732012,0.040789361,0.008021728
2013,,mayo,,0.007206743,0.023064069,0.403276247,0.039282645,0.019992964,0.008446798
2013,2013T2,junio,0.029786969,0.019661062,0.018574308,0.535116689,0.027988102,0.017459205,0.008388256
2013,,julio,,0.017119165,0.018815091,0.154678926,0.030401618,0.010854857,0.009448869
2013,,agosto,,0.043943317,0.014780144,-0.060721948,0.015461011,0.012008376,0.012196663
2013,2013T3,septiembre,-0.025653382,0.004145993,0.012471877,0.02369095,0.023993659,0.006395326,0.008663054
2013,,octubre,,0.0292,0.006212614,-0.09184193,0.054117189,0.010002959,0.009159922
2013,,noviembre,,0.02057771,0.009650351,0.345840291,0.055555556,0.034427222,0.00911283
2013,2013T4,diciembre,0.020668038,0.002982107,0.012640907,0.455390921,0.067714856,0.033817949,0.009665334
2014,,enero,,-0.001526252,0.009293816,0.293301014,0.074918786,0.038359054,0.001166751
2014,,febrero,,0.013659369,0.014954816,0.060926579,0.100463065,0.035724806,0.000188816
2014,2014T1,marzo,-0.025362323,0.01125578,0.014520624,-0.016517767,0.081563759,0.032081055,0.002007717
2014,,abril,,0.000930117,0.012992096,-0.147509641,0.076329634,0.032203854,0.002600414
2014,,mayo,,0.010030026,0.024475045,-0.077098589,0.07691448,0.025336539,0.003469184
2014,2014T2,junio,0.002862775,0.014997078,0.028868653,-0.178415203,0.09393222,0.029065077,0.00960065
2014,,julio,,0.053648915,0.034897195,0.30053943,0.089772582,0.031732596,0.013179726
2014,,agosto,,0.033544345,0.033948812,0.492552135,0.084797882,0.031204338,0.014515827
2014,2014T3,septiembre,0.065095162,0.026600785,0.034608678,0.578636458,0.091550032,0.03813792,0.018426559
2014,,octubre,,0.017683638,0.039615034,0.371830257,0.095393454,0.035308251,0.016257383
2014,,noviembre,,0.006950532,0.036814532,0.284338053,0.070476535,0.039230333,0.014430238
2014,2014T4,diciembre,0.032600693,0.007742815,0.034669235,0.116673887,0.064050215,0.040402771,0.017680075
2015,,enero,,-0.003301743,0.043714585,0.31933322,0.043644094,0.030009801,0.028252858
2015,,febrero,,-0.003188353,0.041769626,0.297283116,0.009698233,0.030155443,0.032910676
2015,2015T1,marzo,0.066260113,-6.02E-05,0.047429232,0.313996962,0.035098671,0.032122347,0.036755268
2015,,abril,,0.034196506,0.049590278,0.411297373,0.04189686,0.028818928,0.040686229
2015,,mayo,,0.005060089,0.052182331,-0.053987236,0.045559269,0.029131626,0.042202635
2015,2015T2,junio,0.040949225,0.015926826,0.053355878,0.051322336,0.032462978,0.026016369,0.044387313
2015,,julio,,0.010046175,0.052153315,0.029330437,0.03357347,0.024851416,0.043814114
2015,,agosto,,-0.002652017,0.054379245,-0.088423154,0.024232283,0.023888545,0.042093603
2015,2015T3,septiembre,0.056740811,0.06652601,0.052001125,-0.012150561,0.021983709,0.020659166,0.042380938
2015,,octubre,,0.023741328,0.050496524,-0.13542911,0.019069384,0.021443599,0.0436179
2015,,noviembre,,0.031279149,0.053120967,-0.062563928,0.054079394,0.016532146,0.047202423
2015,2015T4,diciembre,0.058602253,0.029565431,0.065920325,0.006910599,0.095772693,0.013430518,0.049606275
2016,,enero,,0.050426354,0.053175984,0.080716331,0.124837737,0.017491652,0.04772407
2016,,febrero,,0.056306578,0.056533476,-0.023661858,0.146298869,0.019541023,0.048585092
2016,2016T1,marzo,0.080509696,0.062154031,0.051627935,0.113057396,0.130712215,0.017913349,0.047168957
