año,periodo,mes,ITAEE,CPTPC,CPTPU,CPTEC,CPTEU,INPC,PATRON
2004,,enero,,-0.184453441,0.058569554,-0.134801289,0.004224757,0.041510294,0.000590667
2004,,febrero,,-0.182307818,0.053311553,-0.007854485,-0.022590926,0.044251471,0.000489285
2004,2004T1,marzo,0.022840723,-0.174495534,0.051535088,0.089285714,-0.071661387,0.041763101,0.003607996
2004,,abril,,-0.176509622,0.047800115,0.125313283,-0.107088782,0.043167871,-0.00243238
2004,,mayo,,-0.17312187,0.050021787,0.375989446,-0.131375799,0.049793599,-0.00340898
2004,2004T2,junio,0.038141965,-0.244942317,0.04824503,0.161643836,-0.17210643,0.046095043,-0.004841677
2004,,julio,,0.060451423,0.047456576,-0.324697755,-0.173085152,0.049512007,-0.011897853
2004,,agosto,,0.058246715,0.062476431,0.544378698,-0.126974213,0.048448295,-0.00929512
2004,2004T3,septiembre,0.058362332,0.035955925,0.070483855,0.350282486,-0.160707182,0.053529897,-0.008024751
2004,,octubre,,0.042701863,0.072846741,0.006535948,-0.152295004,0.059499668,-0.00067915
2004,,noviembre,,0.039036706,0.078640525,0.03125,-0.130062037,0.061196157,0.001755413
2004,2004T4,diciembre,0.044129794,0.029056162,0.07232581,-0.193430657,-0.127935375,0.062234018,-0.00402079
2005,,enero,,0.048252581,0.068707106,0.064556176,-0.127939045,0.063227513,-0.008756395
2005,,febrero,,0.041317365,0.071012591,-0.04125,-0.043061283,0.059424596,-0.008215962
2005,2005T1,marzo,0.038232798,0.045281507,0.055878654,-0.120999219,-0.033725645,0.060914485,-0.013699961
2005,,abril,,0.043311845,0.057225682,-0.265033408,0.006114794,0.059725526,-0.007412465
2005,,mayo,,0.042802342,0.05656643,-0.094918504,0.091489014,0.057094337,-0.006254887
2005,2005T2,junio,0.093248115,0.144818423,0.056660282,0.004716981,0.098880497,0.059642617,-0.003892186
2005,,julio,,-0.022024801,0.058230044,0.033248082,0.033376455,0.058359064,0.003817915
2005,,agosto,,-0.023165308,0.052246986,-0.078544061,0.026778414,0.054104662,0.005961689
2005,2005T3,septiembre,0.080223793,-0.017353984,0.050889409,-0.052301255,0.089999473,0.044400926,0.005068226
2005,,octubre,,-0.030714818,0.047926709,-0.073593074,0.112876936,0.036174452,0.002330097
2005,,noviembre,,-0.030654206,0.042909477,0.242424242,0.113999901,0.032645706,0.008566978
2005,2005T4,diciembre,0.103835758,-0.028993746,0.049001963,-0.018099548,0.090801379,0.034523758,0.010338716
2006,,enero,,-0.03068763,0.063933725,-0.393586006,0.097287736,0.036070047,0.006451613
2006,,febrero,,-0.019934828,0.063104388,-0.15819209,0.052214873,0.040520897,0.007199211
2006,2006T1,marzo,0.09654856,-0.020893234,0.078272467,0.026642984,0.066939611,0.035131178,0.013397695
2006,,abril,,-0.017764047,0.076358282,0.479545455,0.06072523,0.033204407,0.012970424
2006,,mayo,,-0.019748306,0.075432554,0.427966102,0.068984465,0.030299906,0.017899292
2006,2006T2,junio,0.038039813,-0.028820116,0.065970936,0.419014085,0.098562028,0.02755095,0.016215688
2006,,julio,,-0.074186223,0.0649997,0.084158416,0.177165749,0.028695608,0.013555686
2006,,agosto,,-0.073989755,0.058621032,-0.068607069,0.227603026,0.030830721,0.01797338
2006,2006T3,septiembre,0.061566468,-0.072920623,0.052881561,0.046357616,0.231278384,0.036734624,0.020558573
2006,,octubre,,-0.058190897,0.055196826,0.322429907,0.191093006,0.044919858,0.017338241
2006,,noviembre,,-0.057655226,0.058678439,-0.130820399,0.137763948,0.046396899,0.011679537
2006,2006T4,diciembre,0.037958114,-0.049960968,0.050280142,3.34562212,0.139824232,0.045572656,0.014618458
2007,,enero,,-0.055110416,0.037344557,1.206730769,0.06829173,0.042722869,0.026134122
2007,,febrero,,-0.052806571,0.031241368,0.424883841,0.121583008,0.039370208,0.027318124
2007,2007T1,marzo,0.032298231,-0.052466719,0.032471273,0.415224913,0.083892939,0.044185492,0.023816467
2007,,abril,,-0.052290151,0.036437744,0.764464926,0.080649044,0.047813226,0.024735668
2007,,mayo,,-0.040489828,0.031240635,0.569732938,0.018364486,0.041849412,0.020289855
2007,2007T2,junio,0.035021376,-0.032264489,0.041744179,0.513647643,-0.023161912,0.043732679,0.022205133
2007,,julio,,-0.136753884,0.041673705,4.232876712,-0.03462651,0.043165109,0.028769364
2007,,agosto,,-0.135627945,0.047821646,4.537946429,-0.082870464,0.040380776,0.018610422
2007,2007T3,septiembre,0.007487876,-0.134985662,0.04871257,4.32278481,-0.097704532,0.04136043,0.015298366
2007,,octubre,,-0.146615008,0.051765768,3.196113074,-0.075740691,0.036536468,0.023041036
2007,,noviembre,,-0.140372417,0.039688511,4.219387755,-0.051574588,0.035223182,0.020322488
2007,2007T4,diciembre,0.00546499,-0.140098603,0.045464194,-0.386002121,-0.020055445,0.032649908,0.023628854
2008,,enero,,-0.135056877,0.047886467,-0.231372549,0.115002972,0.035484537,0.022489188
2008,,febrero,,-0.141441255,0.059222862,0.032246377,0.01061526,0.035372622,0.019919939
2008,2008T1,marzo,0.024103297,-0.135743802,0.055602297,0.055317848,0.043412842,0.03743286,0.012248386
2008,,abril,,-0.132545115,0.070595625,0.026407429,0.089155231,0.036316948,0.008235517
2008,,mayo,,-0.140592837,0.067172176,-0.012759924,0.117285367,0.04512241,0.006344697
2008,2008T2,junio,0.038487074,-0.146326405,0.069049487,0.312021858,0.107699296,0.048378454,0.003103254
