año,periodo,mes,ITAEE,CPTPC,CPTPU,CPTEC,CPTEU,INPC,INPC2,PATRON
2004,,enero,,-0.004206099,0.013905074,-0.240963855,0.061662278,0.055904405,0.04698633,0.003965541
2004,,febrero,,-0.014946124,0.021302681,-0.028571429,0.064553717,0.051051969,0.044880458,0.007116853
2004,2004T1,marzo,0.009397127,0.004203152,0.03257067,-0.933333333,0.090769277,0.04770961,0.033669808,0.010022878
2004,,abril,,-0.025764342,0.03793195,1.431034483,0.08896483,0.051675314,0.034898368,0.010472486
2004,,mayo,,-0.008704735,0.052360454,0.97826087,0.077104664,0.056107414,0.0440485,0.012914476
2004,2004T2,junio,0.093384955,-0.001404001,0.062804774,-0.849557522,0.040148191,0.058622574,0.044783872,0.017469388
2004,,julio,,0.076033637,0.06205046,0.702861335,0.035815804,0.064544167,0.047598421,0.016079092
2004,,agosto,,0.108429521,0.070595568,1.119800333,0.055695892,0.062733593,0.047467264,0.020862195
2004,2004T3,septiembre,0.056918244,0.013622075,0.063180365,6.516746411,0.043494206,0.061580293,0.04203521,0.022087754
2004,,octubre,,0.024587285,0.057400817,4.063492063,0.03352282,0.065113928,0.045398057,0.018809711
2004,,noviembre,,0.034688157,0.064738014,2.514206514,0.054459572,0.068506031,0.047533387,0.018901087
2004,2004T4,diciembre,0.076628217,0.028421053,0.060396354,0.704601479,0.068660394,0.064485931,0.042980131,0.016204772
2005,,enero,,0.026047166,0.058430496,45.28571429,0.040021181,0.05752452,0.04352601,0.016480523
2005,,febrero,,0.04763585,0.052657972,43.47058824,0.070490368,0.052334341,0.034308206,0.013698258
2005,2005T1,marzo,0.001825529,0.029996512,0.040795067,43.9787234,0.078101241,0.047657695,0.033572764,0.006876281
2005,,abril,,0.040197461,0.035054851,34.34751773,0.07816627,0.04878875,0.031923428,0.009690966
2005,,mayo,,0.037934668,0.033840678,25.30769231,0.060864514,0.049920541,0.035439307,0.008688167
2005,2005T2,junio,-0.011441216,0.039718805,0.026600185,35.94117647,0.080960922,0.044892954,0.033124045,0.008985879
2005,,julio,,-0.024422012,0.026677772,1.83498492,0.060497954,0.042402114,0.028639684,0.008179631
2005,,agosto,,-0.026506784,0.027040122,1.799058085,-0.010546857,0.036653699,0.023265802,0.007264309
2005,2005T3,septiembre,0.034138632,0.033769814,0.025277251,0.137492043,0.015604133,0.031619484,0.02047324,0.008230016
2005,,octubre,,0.008227631,0.038362029,-0.142356629,0.029945677,0.026416176,0.017579567,0.009403889
2005,,noviembre,,-0.01794785,0.034991724,-0.054624334,0.031979878,0.02762343,0.016003596,0.010005042
2005,2005T4,diciembre,0.071224851,-0.02115319,0.03262334,0.116172572,-0.002201027,0.031692589,0.016760228,0.012874619
2006,,enero,,0.005831904,0.035542166,0.464334705,0.069056998,0.044919678,0.029872899,0.013721024
2006,,febrero,,-0.000673627,0.041086593,0.454365079,0.043456033,0.047077637,0.034393724,0.019036384
2006,2006T1,marzo,0.045320666,0.19641043,0.047131886,-0.056764428,0.059006052,0.042965789,0.038160145,0.024130266
2006,,abril,,0.233559322,0.052407429,-0.11135634,0.009702144,0.047421861,0.053802643,0.021915325
2006,,mayo,,0.17394247,0.055721166,-0.024853801,0.03977499,0.034390813,0.045051055,0.024906667
2006,2006T2,junio,0.049822732,0.155848546,0.056388585,0.010748408,-0.003108058,0.036557925,0.04824452,0.02197307
2006,,julio,,0.086448598,0.063667124,-0.108510638,-0.007057329,0.035238414,0.053933829,0.022404285
2006,,agosto,,0.07649919,0.05961783,-0.132080763,0.049258077,0.038064686,0.058279825,0.015744703
2006,2006T3,septiembre,0.067225896,0.06,0.052715601,0.16340235,0.06341846,0.040668957,0.057737377,0.011954604
2006,,octubre,,0.047262836,0.050384636,1.978069232,0.041711536,0.038019961,0.051455881,0.01313227
2006,,noviembre,,0.039310345,0.038480878,1.633500209,0.069150418,0.037116177,0.047227999,0.00633244
2006,2006T4,diciembre,0.049842377,0.014290694,0.035571726,1.616713453,0.127468487,0.037034932,0.052296358,0.005089662
2007,,enero,,0.055934516,0.039796965,-0.11147541,0.061262345,0.029831805,0.044396115,0.007560737
2007,,febrero,,0.062015504,0.034982925,-0.169167804,0.062493876,0.029360967,0.040042791,0.004288684
2007,2007T1,marzo,0.026540296,-0.067647891,0.024483327,0.17552658,0.083638037,0.032130791,0.03568779,-0.000653766
2007,,abril,,-0.100302281,0.023503244,0.270715737,0.103055636,0.024408565,0.018468583,-0.004748239
2007,,mayo,,-0.04871721,0.015400652,0.201970443,0.08093551,0.030431417,0.0192437,-0.00853411
2007,2007T2,junio,0.008246865,-0.082772741,0.003735839,0.3131154,0.094235683,0.030135354,0.017171906,-0.009103405
2007,,julio,,-0.043010753,0.006242178,0.34333447,0.117628942,0.030391907,0.015721671,-0.009595187
2007,,agosto,,-0.094549834,0.009559229,0.243295638,0.127209667,0.030429003,0.017982667,-0.006137841
2007,2007T3,septiembre,0.021219069,-0.04245283,0.015134461,0.156806157,0.078119577,0.028814086,0.017364375,-0.004111264
2007,,octubre,,-0.017532468,0.013891838,-0.501696628,0.045463176,0.032794877,0.022541329,-0.004831545
2007,,noviembre,,-0.02189781,0.019865768,-0.466772277,0.024056102,0.036188918,0.027910632,-0.0007572
2007,2007T4,diciembre,-0.00559364,-0.004810997,0.025709741,-0.623287671,-0.026692132,0.033528256,0.022943058,-0.000603469
2008,,enero,,-0.051033592,0.014973572,0.726410121,0.007156691,0.034263563,0.022538156,-0.002833679
2008,,febrero,,-0.040304665,0.007751528,0.798850575,0.006040903,0.0325783,0.027437469,-0.009929264
2008,2008T1,marzo,0.031012239,-0.05616272,0.003469344,0.266851536,-0.043529754,0.030449586,0.029577125,-0.01698286
2008,,abril,,-0.083384239,0.00147653,0.018834399,-0.041617666,0.031962272,0.032912046,-0.017694243
2008,,mayo,,-0.106060606,-0.003346447,0.06129722,-0.046971542,0.036311096,0.037460127,-0.015299428
2008,2008T2,junio,0.024702112,-0.060905612,0.005736778,0.061787642,-0.074723109,0.039988431,0.042096378,-0.017039209
2008,,julio,,-0.12423756,5.21E-05,0.236294416,-0.101941748,0.042291985,0.046059494,-0.012646959
2008,,agosto,,-0.06950449,-0.008071967,-0.114085239,-0.138957816,0.039825808,0.043727307,-0.015648715
2008,2008T3,septiembre,-0.027761579,-0.09819376,-0.014548635,0.916008316,-0.135702356,0.038858813,0.045363427,-0.02150341
2008,,octubre,,-0.08129544,-0.028684112,0.846855984,-0.130902413,0.040420234,0.062206747,-0.023439743
